key	value	YENİSİ
96.sura.5.verses.111	“Recall that I inspired the disciples: ‘You shall believe in Me and My messenger.’ They said, ‘We have believed, and bear witness that we are submitters.’ ”	
96.sura.5.verses.112	Recall that the disciples said, “O Jesus, son of Mary, can your Lord send down to us a feast from the sky?” He said, “You should reverence GOD, if you are believers.”	
96.sura.5.verses.113	They said, “We wish to eat from it, and to reassure our hearts, and to know for sure that you have told us the truth. We will serve as witnesses thereof.”	
96.sura.5.titles.106	Witnessing A Will 	
96.sura.5.titles.109	The Dead Messengers\nTotally Unaware 	
96.sura.5.titles.112	The Feast 	
97.page[0]	The Feast (Al-Mã’edah) 5:114-120 & Livestock (Al-An‘ãm) 6:1-5	Ziyafet (El-Ma’ide) 5:114-120 & Çiftlik Hayvanları (El-En’am) 6:1-5
97.page[1]	75	75
97.sura.5.verses.114	Said Jesus, the son of Mary, “Our god, our Lord, send down to us a feast from the sky. Let it bring plenty for each and every one of us, and a sign from You. Provide for us; You are the best Provider.”	
97.sura.5.verses.115	GOD said, “I am sending it down. Anyone among you who disbelieves after this, I will punish him as I never punished anyone else.”*	
97.sura.5.verses.116	GOD will say, “O Jesus, son of Mary,* did you say to the people, ‘Make me and my mother idols beside GOD?’ ” He will say, “Be You glorified. I could not utter what was not right. Had I said it, You already would have known it. You know my thoughts, and I do not know Your thoughts. You know all the secrets.	TANRI diyecek ki: “Ey Meryem oğlu* İsa, sen insanlara ‘Beni ve annemi TANRI’nın yanında putlar yapın’ dedin mi?’ ” O diyecek ki: “Sana yücelik olsun. Ben doğru olmayan bir şeyi söyleyemezdim. Eğer söylemiş olsaydım Sen onu zaten bilirdin. Sen benim düşüncelerimi bilirsin, fakat ben Senin düşüncelerini bilmem. Sen tüm sırları bilirsin.
97.sura.5.verses.117	“I told them only what You commanded me to say, that: ‘You shall worship GOD, my Lord and your Lord.’ I was a witness among them for as long as I lived with them. When You terminated my life on earth, You became the Watcher over them. You witness all things.	“Ben onlara yalnızca Senin bana söylememi emrettiğin şeyi anlattım, şu ki: ‘Benim Rabbim ve sizin Rabbiniz olan TANRI’ya tapın.’ Onlarla birlikte yaşadığım sürece ben onların arasında bir şahittim. Sen yeryüzündeki hayatıma son verdiğinde, onları Kollayan Sen oldun. Sen her şeye şahitsin.
97.sura.5.verses.118	“If You punish them, they are Your constituents. If You forgive them, You are the Almighty, Most Wise.”	
97.sura.5.verses.119	GOD will proclaim, “This is a day when the truthful will be saved by their truthfulness.” They have deserved gardens with flowing streams. They abide therein forever. GOD is pleased with them, and they are pleased with Him. This is the greatest triumph.	
97.sura.5.verses.120	To GOD belongs the sovereignty of the heavens and the earth, and everything in them, and He is Omnipotent.	Göklerin ve yeryüzünün ve içlerinde olan her şeyin hükümranlığı TANRI’ya aittir ve O, Her Şeye Gücü Yetendir.
97.sura.5.titles.114	Greater Miracles Bring Greater Responsibility*	
97.sura.5.titles.116	On The Day Of Resurrection 	
97.sura.6.verses.1	Praise be to GOD, who created the heavens and the earth, and made the darkness and the light. Yet, those who disbelieve in their Lord continue to deviate.	
97.sura.6.verses.2	He is the One who created you from mud, then predetermined your life span, a life span that is known only to Him. Yet, you continue to doubt.	
97.sura.6.verses.3	He is the one GOD in the heavens and the earth. He knows your secrets and your declarations, and He knows everything you earn.	O, göklerde ve yeryüzünde tek TANRI’dır. O, sizin sırlarınızı da beyan ettiklerinizi de bilir ve O, kazandığınız her şeyi bilir.
97.sura.6.verses.4	No matter what kind of proof comes to them from their Lord, they turn away from it, in aversion.	Rablerinden onlara ne tür bir kanıt gelirse gelsin ondan tiksintiyle yüz çevirirler.
97.sura.6.verses.5	Since they rejected the truth when it came to them, they have incurred the consequences of their heedlessness.	Hakikat onlara geldiğinde onu reddettikleri için aymazlıklarının sonuçlarını üzerlerine çektiler.
97.sura.6.titles.1	♦ ♦ ♦ ♦\nSura 6: Livestock\n(Al-An‘ãm)\nIn the name of God, Most Gracious, Most Merciful 	♦ ♦ ♦ ♦\nSure 6: Çiftlik Hayvanları\n(El-En’am)\nEn Lütufkâr ve En Merhametli Olan Tanrı’nın adıyla. 
97.notes.data[0]	*5:114-115 The Quran’s overwhelming miracle (Appendix 1) is described in 74:35 as “One of the greatest miracles,“ and brings with it an uncommonly great responsibility.	
97.notes.data[1]	*5:116 It is noteworthy that the Quran consistently calls Jesus “son of Mary” and the Bible calls him “son of man.” God knew that some will blaspheme and call him “son of God”!	
98.page[0]	76	76
98.page[1]	Livestock (Al-An‘ãm) 6:6-20	Çiftlik Hayvanları (El-En’am) 6:6-20
98.sura.6.verses.6	Have they not seen how many generations before them we have annihilated? We established them on earth more than we did for you, and we showered them with blessings, generously, and we provided them with flowing streams. We then annihilated them because of their sins, and we substituted another generation in their place.	Onlardan önceki nice nesilleri imha ettiğimizi görmediler mi? Sizin için yaptıklarımızdan daha fazlasıyla onları yeryüzünde yerleştirdik ve onlara cömertçe nimetler yağdırdık ve onlara akan ırmaklar sağladık. Sonra onları günahları sebebiyle imha ettik ve onların yerine başka bir nesli geçirdik.
98.sura.6.verses.7	Even if we sent down to them a physical book, written on paper, and they touched it with their hands, those who disbelieved would have said, “This is no more than clever magic.”	Eğer onlara kâğıt üstüne yazılmış fiziksel bir kitap indirseydik ve elleriyle ona dokunsalardı bile, inkâr etmiş olanlar “Bu ustaca bir sihirden fazlası değil” derlerdi.
98.sura.6.verses.8	They also said, “If only an angel could come down with him!” Had we sent an angel, the whole matter would have been terminated, and they would no longer be respited.	Onlar ayrıca dediler ki: “Keşke onunla birlikte bir melek de inseydi!” Eğer bir melek göndermiş olsaydık, bütün mesele sona erdirilmiş olurdu ve artık onlara süre tanınmazdı.
98.sura.6.verses.9	Had we sent an angel, we would have sent him in the form of a man, and we would have kept them just as confused as they are confused now.	
98.sura.6.verses.10	Messengers before you have been ridiculed. It is those who mocked them who suffered the consequences of their ridiculing.	
98.sura.6.verses.11	Say, “Roam the earth and note the consequences for the rejectors.”	
98.sura.6.verses.12	Say, “To whom belongs everything in the heavens and the earth?” Say, “To GOD.” He has decreed that mercy is His attribute. He will surely summon you all on the Day of Resurrection, which is inevitable. The ones who lose their souls are those who disbelieve.	
98.sura.6.verses.13	To Him belongs everything that dwells in the night and the day. He is the Hearer, the Knower.	
98.sura.6.verses.14	Say, “Shall I accept other than GOD as a Lord and Master, when He is the Initiator of the heavens and the earth, and He feeds but is not fed?” Say, “I am commanded to be the most devoted submitter, and, ‘Do not be an idol worshiper.’”	
98.sura.6.verses.15	Say, “I fear, if I disobeyed my Lord, the retribution of an awesome day.	
98.sura.6.verses.16	“Whoever is spared (the retribution), on that day, has attained His mercy. And this is the greatest triumph.”	
98.sura.6.verses.17	If GOD touches you with adversity, none can relieve it except He. And if He touches you with a blessing, He is Omnipotent.	Eğer TANRI sana bir sıkıntı dokundurursa, O’ndan başka hiç kimse onu dindiremez. Ve eğer O sana bir nimet dokundurursa, O, Her Şeye Gücü Yetendir.
98.sura.6.verses.18	He is Supreme over His creatures. He is the Most Wise, the Cognizant. 	O, yaratıklarının üzerinde En Üstün Olandır. O, En Bilge Olandır, Haberdardır.
98.sura.6.verses.19	Say, “Whose testimony is the greatest?” Say, “GOD’s. He is the witness between me and you that this Quran* has been inspired to me, to preach it to you and whomever it reaches. Indeed, you bear witness that there are other gods* beside GOD.” Say, “I do not testify as you do; there is only one god, and I disown your idolatry.”	De ki: “Kimin şahitliği en büyüktür?” De ki: “TANRI’nın. O, benimle sizin aranızda şahitlik eder ki bu Kuran*, onu size ve ulaştığı herkese vaaz etmem için bana ilham edilmiştir. Doğrusu siz, TANRI’nın yanında başka tanrılar* olduğuna şahitlik ediyorsunuz.” De ki: “Ben sizin yaptığınız türden şahitlik etmem; sadece tek bir tanrı vardır ve ben sizin putperestliğinizi sahiplenmiyorum.”
98.sura.6.verses.20	Those to whom we have given the scripture recognize this as they recognize their own children. The ones who lose their souls are those who do not believe.	
98.sura.6.titles.9	Requirements of the Test 	
98.sura.6.titles.17	Only God Controls Happiness 	
98.sura.6.titles.19	Quran, the Whole Quran,\nand Nothing But the Quran 	Kuran, tüm Kuran,\nve Kuran Dışında Hiçbir Şey
98.notes.data[0]	*6:19 This verse proclaims the Quran as the only source of religious guidance. Those who uphold additional sources, such as Hadith & Sunna (lies attributed to the Prophet), are defined as idolaters.	*6:19 Bu ayet, Kuran’ı dini rehberliğin tek kaynağı olarak ilan eder. Hadis & Sünnet (Peygambere atfedilen yalanlar) gibi ek kaynaklara bağlı kalanlar, putperestler olarak tanımlanırlar.
99.page[0]	Livestock (Al-An‘ãm) 6:21-34	Çiftlik Hayvanları (El-En’am) 6:21-34
99.page[1]	77	77
99.sura.6.verses.21	Who is more evil than one who lies about GOD, or rejects His revelations? The transgressors never succeed.	TANRI hakkında yalan uyduran veya O’nun vahiylerini reddedenden daha kötü kimdir? Haddi aşanlar asla başarılı olamazlar.
99.sura.6.verses.22	On the day when we summon them all, we will ask the idol worshipers, “Where are the idols you set up?”	
99.sura.6.verses.23	Their disastrous response will be, “By GOD our Lord, we never were idol worshipers.”*	
99.sura.6.verses.24	Note how they lied to themselves, and how the idols they had invented have abandoned them.	
99.sura.6.verses.25	Some of them listen to you, but we place veils on their hearts to prevent them from understanding, and deafness in their ears. Thus, no matter what kind of proof they see, they cannot believe. Thus, when they come to argue with you, the disbelievers say, “These are tales from the past.”	Onlardan bir kısmı seni dinler, fakat anlamalarını engellemek için kalplerinin üzerine perdeler ve kulaklarına da sağırlık yerleştiririz. Böylece, ne tür bir kanıt görürlerse görsünler onlar inanamazlar. Bu yüzden, seninle tartışmaya geldiklerinde, inkârcılar derler ki: “Bunlar geçmişin masallarıdır.”
99.sura.6.verses.26	They repel others from this (Quran), as they themselves stay away from it, and thus, they only destroy themselves without perceiving.	Kendileri uzak durdukları gibi diğerlerini de bundan (Kuran'dan) uzaklaştırırlar, böylece farkında olmadan sadece kendilerini mahvederler.
99.sura.6.verses.27	If only you could see them when they face the hellfire! They would say then, “Woe to us. Oh, we wish we could go back, and never reject our Lord’s revelations, and join the believers.”	
99.sura.6.verses.28	As a matter of fact, (they only say this because) their secrets have been exposed. If they go back, they will commit exactly the same crimes.* They are liars.	
99.sura.6.verses.29	They say (subconsciously), “We live only this life; we will not be resurrected.”	Onlar (bilinçaltlarında) derler ki: “Biz sadece bu hayatı yaşarız; yeniden diriltilmeyeceğiz.”
99.sura.6.verses.30	If you could only see them when they stand before their Lord! He would say, “Is this not the truth?” They would say, “Yes, by our Lord.” He would say, “You have incurred the retribution by your disbelief.” 	
99.sura.6.verses.31	Losers indeed are those who disbelieve in meeting GOD, until the Hour comes to them suddenly, then say, “We deeply regret wasting our lives in this world.” They will carry loads of their sins on their backs; what a miserable load! 	Gerçekten de kaybedenler, Saat kendilerine ansızın gelinceye dek TANRI ile buluşmayı inkâr edip sonra da “Bu dünyada hayatlarımızı boşa harcadığımız için derin pişmanlık duyuyoruz” diyenlerdir. Günahlarının yüklerini sırtlarında taşıyacaklar; ne sefil bir yük!
99.sura.6.verses.32	The life of this world is no more than illusion and vanity, while the abode of the Hereafter is far better for the righteous. Do you not understand?!	Bu dünya hayatı illüzyon ve gösterişten fazlası değildir, Ahiret yurdu ise doğrular için çok daha iyidir. Anlamıyor musunuz?!
99.sura.6.verses.33	We know that you may be saddened by what they say. You should know that it is not you that they reject; it is GOD’s revelations that the wicked disregard.	Söyledikleri şeylerden dolayı üzülebileceğini biliyoruz. Bilmelisin ki onların reddettikleri sen değilsin; kötülerin göz ardı ettiği TANRI’nın vahiyleridir.
99.sura.6.verses.34	Messengers before you have been rejected, and they steadfastly persevered in the face of rejection. They were persecuted until our victory came to them. Such is GOD’s system that will never change. The history of My messengers thus sets the precedents for you.	Senden önceki elçiler de reddedilmişlerdir ve onlar reddedilme karşısında kararlılıkla sebat ettiler. Galibiyetimiz onlara ulaşıncaya dek zulme uğradılar. İşte asla değişmeyecek olan TANRI’nın sistemi böyledir. Elçilerimin tarihi böylece sana emsal teşkil etmektedir.
99.sura.6.titles.22	Idol Worshipers Deny\nTheir Idolatry 	
99.sura.6.titles.32	Rearranging Our Priorities 	
99.notes.data[0]	*6:23 Now and forever, the idol worshipers vehemently deny that they are idolaters.	
99.notes.data[1]	*6:28 This is because as soon as we enter into our worldly dimension, we become totally unaware of events in the dimension of souls, where God and His angels, and Heaven and Hell, can be seen. Thus, the guilty will not change their behavior, even after seeing that eternal dimension.	*6:28 Bunun sebebi şudur ki, bizler dünyevi boyutumuza girer girmez, Tanrı’nın ve O’nun meleklerinin, Cennetin ve Cehennemin görülebildiği nefislerin boyutundaki olaylardan tamamen habersiz oluruz. Böylece suçlu, o ebedi boyutu gördükten sonra bile davranışlarını değiştirmeyecektir.
100.page[0]	78	78
100.page[1]	Livestock (Al-An‘ãm) 6:35-46	Çiftlik Hayvanları (El-En’am) 6:35-46
100.sura.6.verses.35	If their rejection gets to be too much for you, you should know that even if you dug a tunnel through the earth, or climbed a ladder into the sky, and produced a miracle for them (they still would not believe). Had GOD willed, He could have guided them, unanimously. Therefore, do not behave like the ignorant ones.	Eğer reddetmeleri sana fazla gelirse, bilmelisin ki yerin içinden bir tünel kazsaydın ya da gökyüzüne uzanan bir merdivene tırmansaydın ve onlara bir mucize ortaya koysaydın bile (onlar yine de inanmayacaklardı). TANRI irade etmiş olsaydı, onlara topluca rehberlik edebilirdi. Bu nedenle, cahiller gibi davranma.
100.sura.6.verses.36	The only ones to respond are those who listen. GOD resurrects the dead; they ultimately return to Him.	
100.sura.6.verses.37	They said, “If only a certain sign could come down to him from his Lord!” Say, “GOD is able to send down a sign, but most of them do not know.”	
100.sura.6.verses.38	All the creatures on earth, and all the birds that fly with wings, are communities like you. We did not leave anything out of this book.** To their Lord, all these creatures will be summoned.	Yeryüzündeki bütün yaratıklar ve kanatlarıyla uçan bütün kuşlar sizin gibi topluluklardır. Biz bu kitapta hiçbir şeyi eksik bırakmadık.** Bütün bu yaratıklar Rablerine toplatılacaklardır.
100.sura.6.verses.39	Those who reject our proofs are deaf and dumb, in total darkness. Whomever GOD wills, He sends astray, and whomever He wills, He leads in a straight path.	Kanıtlarımızı reddedenler tamamen karanlıktaki sağır ve dilsizlerdir. TANRI kimi irade ederse onu saptırır ve kimi irade ederse ona da dosdoğru bir yolda rehberlik eder.
100.sura.6.verses.40	Say, “What if GOD’s retribution came to you, or the Hour came to you: would you implore other than GOD, if you are truthful?” 	
100.sura.6.verses.41	The fact is: only Him you implore, and He answers your prayer, if He so wills, and you forget your idols.	
100.sura.6.verses.42	We have sent (messengers) to communities before you, and we put them to the test through adversity and hardship, that they may implore.	
100.sura.6.verses.43	If only they implored when our test afflicted them! Instead, their hearts were hardened, and the devil adorned their works in their eyes.	Keşke testimiz onlara sıkıntı verdiği zaman yalvarsalardı! Bunun yerine kalpleri katılaştı ve şeytan onların işlerini gözlerinde süsledi.
100.sura.6.verses.44	When they thus disregard the message given to them, we open for them the gates of everything. Then, just as they rejoice in what was given to them, we punish them suddenly; they become utterly stunned. 	Onlar böylece kendilerine verilen mesajı göz ardı ettikleri zaman onlara her şeyin kapılarını açarız. Sonra, kendilerine verilen şeylerle keyiflenirlerken onları ansızın cezalandırırız; büsbütün afallarlar.
100.sura.6.verses.45	The wicked are thus annihilated. Praise be to GOD, Lord of the universe. 	Kötüler böylece imha edilirler. Kâinatın Rabbi olan TANRI’ya övgüler olsun.
100.sura.6.verses.46	Say, “What if GOD took away your hearing and your eyesight, and sealed your minds; which god, other than GOD, can restore these for you?” Note how we explain the revelations, and note how they still deviate!	De ki: “Ya TANRI, işitmenizi ve görmenizi sizden alırsa ve de zihinlerinizi mühürlerse; TANRI’dan başka hangi tanrı bunları size geri verebilir?” Vahiyleri nasıl açıkladığımıza dikkat et ve hâlâ nasıl saptıklarına dikkat et!
100.sura.6.titles.38	Animals and Birds:\nSubmitting Creatures*	Hayvanlar ve Kuşlar:\nTeslim Olan Yaratıklar*
100.sura.6.titles.39	Overwhelming Miracle\nof the Quran	
100.sura.6.titles.44	The System*	
100.sura.6.titles.46	God Alone\nWorthy of Worship 	
100.notes.data[0]	*6:38 Animals were among the creatures who took advantage of God’s offer to repent after committing the original sin (see the Introduction).	*6:38 Hayvanlar, ilk günahı işledikten sonra Tanrı’nın tövbe etme teklifinden yararlanan yaratıklar arasındaydı (Giriş bölümüne bakınız).
100.notes.data[1]	**6:38 All information relevant to our eternal life of the Hereafter is contained in the Quran. The true believers accept, without hesitation, God’s assertion: “We did not leave anything out of this book.” The importance of this statement, and similar statements, is reflected in the fact that each of them consists of 19 Arabic letters (Appendix 19).	**6:38 Ahiretteki ebedi hayatımızla ilgili bütün bilgiler Kuran’da yer almaktadır. Hakiki inananlar, Tanrı’nın şu açıklamasını tereddüt etmeden kabul ederler: “Biz bu kitapta hiçbir şeyi eksik bırakmadık.” Bu ifadenin ve benzer ifadelerin önemi, her birinin 19 Arapça harfinden oluşması gerçeğinde yansıtılmaktadır (Ek 19).
100.notes.data[2]	*6:44 Before the guilty are thrown out the window, they are taken up to a high floor.	
101.page[0]	Livestock (Al-An‘ãm) 6:47-59	Çiftlik Hayvanları (El-En’am) 6:47-59
101.page[1]	79	79
101.sura.6.verses.47	Say, “What if GOD’s retribution came to you suddenly, or after an announcement, is it not the wicked who incur annihilation?”	De ki: “Ya TANRI’nın azabı size ansızın veya bir duyurudan sonra gelirse, imhayı üzerlerine çekenler kötü kimseler değil midir?”
101.sura.6.verses.48	We do not send the messengers except as deliverers of good news, as well as warners. Those who believe and reform have nothing to fear, nor will they grieve.	Biz elçileri müjdeleyiciler ve uyarıcılar olmaları dışında göndermeyiz. İnanıp kendilerini düzeltenlerin korkacakları hiçbir şey yoktur, onlar üzülmeyecekler de.
101.sura.6.verses.49	As for those who reject our revelations, they incur the retribution for their wickedness.	Vahiylerimizi reddedenlere gelince, onlar kötülüklerinden ötürü azabı üzerlerine çekerler.
101.sura.6.verses.50	Say, “I do not say to you that I possess the treasures of GOD. Nor do I know the future. Nor do I say to you that I am an angel. I simply follow what is revealed to me.” Say, “Is the blind the same as the seer? Do you not reflect?”	De ki: “Ben size TANRI’nın hazinelerine sahibim demiyorum. Geleceği de bilmiyorum. Size bir melek olduğumu da söylemiyorum. Ben sadece bana vahyedilene uyarım.” De ki: “Kör ile gören aynı mıdır? Derinlemesine düşünmez misiniz?”
101.sura.6.verses.51	And preach with this (Quran) to those who reverence the summoning before their Lord—they have none beside Him as a Lord and Master, nor an intercessor—that they may attain salvation.	Ve Rablerinin huzurunda toplanmaya derin saygı duyanlara bu (Kuran’la) vaaz et ki kurtuluşa ersinler—onların O’nun yanında bir Efendileri ve Sahipleri yoktur, bir şefaatçileri de yoktur.
101.sura.6.verses.52	And do not dismiss those who implore their Lord day and night, devoting themselves to Him alone. You are not responsible for their reckoning, nor are they responsible for your reckoning. If you dismiss them, you will be a transgressor.	Ve kendilerini yalnızca O’na adayarak gece gündüz Rablerine yalvaranları kovma. Onların hesabından sen sorumlu değilsin, senin hesabından da onlar sorumlu değiller. Eğer onları kovarsan bir haddi aşan olursun.
101.sura.6.verses.53	We thus test the people by each other, to let them say (mockingly), “Are these the people among us who are blessed by GOD?” Is GOD not aware of the appreciative ones?	
101.sura.6.verses.54	When those who believe in our revelations come to you, you shall say, “Salãmun ‘Alaykum (Peace be upon you). Your Lord has decreed that mercy is His attribute. Thus, anyone among you who commits a transgression out of ignorance, and repents thereafter and reforms, then He is Forgiving, Most Merciful.”	Vahiylerimize inananlar sana geldiklerinde de ki, “Selamun Aleykum (Size esenlik olsun). Rabbiniz merhametin Kendi niteliği olduğunu karara bağladı. Nitekim sizden her kim cehaletten dolayı bir suç işler ve ondan sonra tövbe edip kendini düzeltirse, o zaman O Bağışlayandır, En Merhametli Olandır.”
101.sura.6.verses.55	We thus explain the revelations, and point out the ways of the wicked.	Biz böylece vahiyleri açıklarız ve kötülerin yollarını açıkça gösteririz.
101.sura.6.verses.56	Say, “I am forbidden from worshiping what you worship besides GOD.” Say, “I will not follow your opinions. Otherwise, I will go astray, and not be guided.”	De ki: “TANRI’dan başka taptıklarınıza tapmaktan menedildim.” De ki: “Sizin görüşlerinizi takip etmeyeceğim. Aksi hâlde yoldan saparım ve rehberlik edilmem.”
101.sura.6.verses.57	Say, “I have solid proof from my Lord, and you have rejected it. I do not control the retribution you challenge me to bring. Judgment belongs with GOD alone. He narrates the truth, and He is the best judge.”	De ki: “Rabbimden sağlam bir kanıtım var ve siz onu reddettiniz. Getirmem için bana meydan okuduğunuz azabı ben kontrol etmiyorum. Hüküm yalnızca TANRI’ya aittir. O, hakikati anlatır ve O en iyi hüküm verendir.”
101.sura.6.verses.58	Say, “If I controlled the retribution you challenge me to bring, the whole matter would have been terminated long ago. GOD knows best who the wicked are.”	De ki: “Getirmem için bana meydan okuduğunuz azabı ben kontrol ediyor olsaydım, bütün mesele çoktan sona erdirilmiş olurdu. Kötülerin kimler olduğunu en iyi TANRI bilir.”
101.sura.6.verses.59	With Him are the keys to all secrets; none knows them except He. He knows everything on land and in the sea. Not a leaf falls without His knowledge. Nor is there a grain in the depths of the soil. Nor is there anything wet or dry, that is not recorded in a profound record.	
101.sura.6.titles.48	Role of the Messengers 	
101.sura.6.titles.59	Almighty God 	
102.page[0]	80	80
102.page[1]	Livestock (Al-An‘ãm) 6:60-71	Çiftlik Hayvanları (El-En’am) 6:60-71
102.sura.6.verses.60	He is the One who puts you to death during the night, and knows even the smallest of your actions during the day. He resurrects you every morning, until your life span is fulfilled, then to Him is your ultimate return. He will then inform you of everything you had done.	
102.sura.6.verses.61	He is Supreme over His creatures, and He appoints guards to protect you. When the appointed time of death comes to any of you, our messengers put him to death without delay.	O, yaratıklarının üzerinde En Üstün Olandır ve sizi korumak için muhafızlar tayin eder. Tayin edilmiş ölüm vakti sizden herhangi birine geldiğinde, elçilerimiz onu gecikmeksizin öldürürler.
102.sura.6.verses.62	Then everyone is returned to GOD, their rightful Lord and Master. Absolutely, He is the ultimate judge; He is the most accurate reckoner. 	Sonra herkes, gerçek Rabbi ve Sahibi, TANRI’ya geri döndürülür. Kesinlikle O, nihai yargıçtır; O, en dakik hesap görendir.
102.sura.6.verses.63	Say, “Who can save you from the darkness of the land or the sea?” You implore Him loudly and secretly: “If He saves us this time, we will be eternally appreciative.” 	
102.sura.6.verses.64	Say, “GOD does save you this time, and other times as well, then you still set up idols besides Him.”	De ki, “TANRI sizi başka zamanlarda kurtardığı gibi bu kez de kurtarsa, sonrasında siz O’nun dışında yine de putlar edinirsiniz.”
102.sura.6.verses.65	Say, “He is certainly able to pour upon you retribution from above you, or from beneath your feet. Or He can divide you into factions and have you taste each others’ tyranny. Note how we explain the revelations, that they may understand.” 	
102.sura.6.verses.66	Your people have rejected this, even though it is the truth. Say, “I am not a guardian over you.”	Senin halkın, hakikat olduğu hâlde, bunu reddetti. De ki: “Ben sizin üzerinizde bir bekçi değilim.”
102.sura.6.verses.67	Every prophecy herein will come to pass, and you will surely find out.	
102.sura.6.verses.68	If you see those who mock our revelations, you shall avoid them until they delve into another subject. If the devil causes you to forget, then, as soon as you remember, do not sit with such evil people.	Eğer vahiylerimizle alay edenleri görürsen, onlar başka bir konuya girinceye kadar onlardan uzak dur. Eğer şeytan sana unutturursa, o zaman, hatırlar hatırlamaz böyle kötü insanlar ile oturma.
102.sura.6.verses.69	The righteous are not responsible for the utterances of those people, but it may help to remind them; perhaps they may be saved.	Doğrular bu insanların sözlerinden sorumlu değildirler fakat onlara hatırlatmak yardımcı olabilir; belki de kurtarılabilirler.
102.sura.6.verses.70	You shall disregard those who take their religion in vain, as if it is a social function, and are totally absorbed in this worldly life. Remind with this (Quran), lest a soul may suffer the consequences of its evil earnings. It has none beside GOD as a Lord and Master, nor an intercessor. If it could offer any kind of ransom, it would not be accepted. They suffer the consequences of the evil works they earn; they have incurred hellish drinks, and a painful retribution because of their disbelief.	Dinlerini sanki toplumsal bir işlevmiş gibi hiçe sayanları ve bütünüyle bu dünyevi hayata dalanları görmezden gel. Bir nefis kendi kötü kazancının sonuçlarına katlanmasın diye bu (Kuran’la) hatırlat. TANRI’nın yanında onun ne bir Rabbi ve Sahibi vardır, ne de bir şefaatçisi. Eğer o, herhangi bir tür fidye sunabilseydi, kabul edilmezdi. Onlar kazandıkları kötü işlerin sonuçlarını çekerler; onlar inkârları yüzünden cehennemi içecekleri ve acı veren bir azabı üzerlerine çekmişlerdir.
102.sura.6.verses.71	Say, “Shall we implore, beside GOD, what possesses no power to benefit us or hurt us, and turn back on our heels after GOD has guided us? In that case, we would join those possessed by the devils, and rendered utterly confused, while their friends try to save them: ‘Stay with us on the right path.’ ” Say, “GOD’s guidance is the right guidance. We are commanded to submit to the Lord of the universe.	De ki: “TANRI’nın yanında, bize hiçbir fayda sağlama ya da bize zarar verme gücüne sahip olmayan şeylere mi yalvaralım ve TANRI bize rehberlik ettikten sonra topuklarımızın üzerinde gerisin geriye mi dönelim? Bu durumda, arkadaşları ‘Bizimle beraber doğru yol üzerinde kalın’ diyerek onları kurtarmaya çalışırlarken, şeytanlar tarafından ele geçirilmiş ve bütünüyle şaşkına çevrilmiş kimselere dahil oluruz.” De ki: “TANRI’nın rehberliği doğru rehberliktir. Biz kâinatın Rabbine teslim olmakla emrolunduk.
102.sura.6.titles.60	Death and Resurrection: Every Day*	
102.sura.6.titles.68	Respect for the Word of God 	
102.notes.data[0]	*6:60 The righteous do not really die; they go straight to the same Paradise where Adam and Eve once lived. The unrighteous die and experience a nightmare that lasts until the Day of Resurrection (see 2:154, 3:169, 8:24, 16:32, 22:58, 36:26-27, 40:46, 44:56, and Appendix 17).	
103.page[0]	Livestock (Al-An‘ãm) 6:72-87	Çiftlik Hayvanları (El-En’am) 6:72-87
103.page[1]	81	81
103.sura.6.verses.72	“And to observe the Contact Prayers (Salat), and to reverence Him—He is the One before whom you will be summoned (for the reckoning).”	“Ve İletişim Dualarını (Namazı) yerine getirmekle ve O’na derin saygı duymakla da—(Hesabın görülmesi için) huzurunda toplanacağınız O'dur.”
103.sura.6.verses.73	He is the One who created the heavens and the earth, truthfully. Whenever He says, “Be,” it is. His word is the absolute truth. All sovereignty belongs to Him the day the horn is blown. Knower of all secrets and declarations, He is the Most Wise, the Cognizant.	Gökleri ve yeryüzünü hakikate uygun olarak yaratan O'dur. Ne zaman O, “Ol” derse, o olur. O’nun sözü mutlak hakikattir. Sur üflendiği gün tüm egemenlik O’na aittir. Bütün sırları ve beyanları Bilen, O, En Bilge Olandır, Haberdardır.
103.sura.6.verses.74	Recall that Abraham said to his father Ãzer, “How could you worship statues as gods? I see that you and your people have gone far astray.”	
103.sura.6.verses.75	We showed Abraham the marvels of the heavens and the earth, and blessed him with certainty:	
103.sura.6.verses.76	When the night fell, he saw a shining planet. “Maybe this is my Lord,” he said. When it disappeared, he said, “I do not like (gods) that disappear.”	
103.sura.6.verses.77	When he saw the moon rising, he said, “Maybe this is my Lord!” When it disappeared, he said, “Unless my Lord guides me, I will be with the strayers.” 	Ayın yükseldiğini gördüğünde, “Belki de bu benim Rabbimdir!” dedi. O gözden kaybolunca, “Rabbim bana rehberlik etmezse, ben sapmışlarla birlikte olacağım” dedi.
103.sura.6.verses.78	When he saw the sun rising, he said, “This must be my Lord. This is the biggest.” But when it set, he said, “O my people, I denounce your idolatry.	Güneşin doğuşunu gördüğünde “Benim Rabbim bu olmalı. En büyüğü bu” dedi. Fakat battığında dedi ki “Ey halkım, ben sizin putperestliğinizi kınıyorum.
103.sura.6.verses.79	“I have devoted myself absolutely to the One who initiated the heavens and the earth; I will never be an idol worshiper.”	
